U0000261D,body finger hand index point up
U261D U1F3FB,body finger hand index point up
U261D U1F3FC,body finger hand index point up
U261D U1F3FD,body finger hand index point up
U261D U1F3FE,body finger hand index point up
U261D U1F3FF,body finger hand index point up
U0001F446,backhand body finger hand index point up
U1F446 U1F3FB,backhand body finger hand index point up
U1F446 U1F3FC,backhand body finger hand index point up
U1F446 U1F3FD,backhand body finger hand index point up
U1F446 U1F3FE,backhand body finger hand index point up
U1F446 U1F3FF,backhand body finger hand index point up
U0001F595,body finger hand middle finger
U1F595 U1F3FB,body finger hand middle finger
U1F595 U1F3FC,body finger hand middle finger
U1F595 U1F3FD,body finger hand middle finger
U1F595 U1F3FE,body finger hand middle finger
U1F595 U1F3FF,body finger hand middle finger
U0001F447,backhand body down finger hand index point
U1F447 U1F3FB,backhand body down finger hand index point
U1F447 U1F3FC,backhand body down finger hand index point
U1F447 U1F3FD,backhand body down finger hand index point
U1F447 U1F3FE,backhand body down finger hand index point
U1F447 U1F3FF,backhand body down finger hand index point
U0000270C,body hand v victory
U270C U1F3FB,body hand v victory
U270C U1F3FC,body hand v victory
U270C U1F3FD,body hand v victory
U270C U1F3FE,body hand v victory
U270C U1F3FF,body hand v victory
U0001F91E,cross finger hand luck
U1F91E U1F3FB,cross finger hand luck
U1F91E U1F3FC,cross finger hand luck
U1F91E U1F3FD,cross finger hand luck
U1F91E U1F3FE,cross finger hand luck
U1F91E U1F3FF,cross finger hand luck
U0001F596,body finger hand spock vulcan
U1F596 U1F3FB,body finger hand spock vulcan
U1F596 U1F3FC,body finger hand spock vulcan
U1F596 U1F3FD,body finger hand spock vulcan
U1F596 U1F3FE,body finger hand spock vulcan
U1F596 U1F3FF,body finger hand spock vulcan
U0001F918,body finger hand horns rock-on
U1F918 U1F3FB,body finger hand horns rock-on
U1F918 U1F3FC,body finger hand horns rock-on
U1F918 U1F3FD,body finger hand horns rock-on
U1F918 U1F3FE,body finger hand horns rock-on
U1F918 U1F3FF,body finger hand horns rock-on
U0001F919,call hand
U1F919 U1F3FB,call hand
U1F919 U1F3FC,call hand
U1F919 U1F3FD,call hand
U1F919 U1F3FE,call hand
U1F919 U1F3FF,call hand
U0001F590,body finger hand splayed
U1F590 U1F3FB,body finger hand splayed
U1F590 U1F3FC,body finger hand splayed
U1F590 U1F3FD,body finger hand splayed
U1F590 U1F3FE,body finger hand splayed
U1F590 U1F3FF,body finger hand splayed
U0000270B,body hand
U270B U1F3FB,body hand
U270B U1F3FC,body hand
U270B U1F3FD,body hand
U270B U1F3FE,body hand
U270B U1F3FF,body hand
U0001F44C,body hand ok
U1F44C U1F3FB,body hand ok
U1F44C U1F3FC,body hand ok
U1F44C U1F3FD,body hand ok
U1F44C U1F3FE,body hand ok
U1F44C U1F3FF,body hand ok
U0001F44D,+1 body hand thumb thumbs up up
U1F44D U1F3FB,+1 body hand thumb thumbs up up
U1F44D U1F3FC,+1 body hand thumb thumbs up up
U1F44D U1F3FD,+1 body hand thumb thumbs up up
U1F44D U1F3FE,+1 body hand thumb thumbs up up
U1F44D U1F3FF,+1 body hand thumb thumbs up up
U0001F44E,-1 body down hand thumb thumbs down
U1F44E U1F3FB,-1 body down hand thumb thumbs down
U1F44E U1F3FC,-1 body down hand thumb thumbs down
U1F44E U1F3FD,-1 body down hand thumb thumbs down
U1F44E U1F3FE,-1 body down hand thumb thumbs down
U1F44E U1F3FF,-1 body down hand thumb thumbs down
U0000270A,body clenched fist hand punch
U270A U1F3FB,body clenched fist hand punch
U270A U1F3FC,body clenched fist hand punch
U270A U1F3FD,body clenched fist hand punch
U270A U1F3FE,body clenched fist hand punch
U270A U1F3FF,body clenched fist hand punch
U0001F44A,body clenched fist hand punch
U1F44A U1F3FB,body clenched fist hand punch
U1F44A U1F3FC,body clenched fist hand punch
U1F44A U1F3FD,body clenched fist hand punch
U1F44A U1F3FE,body clenched fist hand punch
U1F44A U1F3FF,body clenched fist hand punch
U0001F91B,fist leftwards
U1F91B U1F3FB,fist leftwards
U1F91B U1F3FC,fist leftwards
U1F91B U1F3FD,fist leftwards
U1F91B U1F3FE,fist leftwards
U1F91B U1F3FF,fist leftwards
U0001F91C,fist rightwards
U1F91C U1F3FB,fist rightwards
U1F91C U1F3FC,fist rightwards
U1F91C U1F3FD,fist rightwards
U1F91C U1F3FE,fist rightwards
U1F91C U1F3FF,fist rightwards
U0001F91A,backhand raised
U1F91A U1F3FB,backhand raised
U1F91A U1F3FC,backhand raised
U1F91A U1F3FD,backhand raised
U1F91A U1F3FE,backhand raised
U1F91A U1F3FF,backhand raised
U0001F44B,body hand wave waving
U1F44B U1F3FB,body hand wave waving
U1F44B U1F3FC,body hand wave waving
U1F44B U1F3FD,body hand wave waving
U1F44B U1F3FE,body hand wave waving
U1F44B U1F3FF,body hand wave waving
U0001F44F,body clap hand
U1F44F U1F3FB,body clap hand
U1F44F U1F3FC,body clap hand
U1F44F U1F3FD,body clap hand
U1F44F U1F3FE,body clap hand
U1F44F U1F3FF,body clap hand
U0000270D,body hand write
U270D U1F3FB,body hand write
U270D U1F3FC,body hand write
U270D U1F3FD,body hand write
U270D U1F3FE,body hand write
U270D U1F3FF,body hand write
U0001F450,body hand open
U1F450 U1F3FB,body hand open
U1F450 U1F3FC,body hand open
U1F450 U1F3FD,body hand open
U1F450 U1F3FE,body hand open
U1F450 U1F3FF,body hand open
U0001F64C,body celebration gesture hand hooray raised
U1F64C U1F3FB,body celebration gesture hand hooray raised
U1F64C U1F3FC,body celebration gesture hand hooray raised
U1F64C U1F3FD,body celebration gesture hand hooray raised
U1F64C U1F3FE,body celebration gesture hand hooray raised
U1F64C U1F3FF,body celebration gesture hand hooray raised
U0001F64F,ask body bow folded gesture hand please pray thanks
U1F64F U1F3FB,ask body bow folded gesture hand please pray thanks
U1F64F U1F3FC,ask body bow folded gesture hand please pray thanks
U1F64F U1F3FD,ask body bow folded gesture hand please pray thanks
U1F64F U1F3FE,ask body bow folded gesture hand please pray thanks
U1F64F U1F3FF,ask body bow folded gesture hand please pray thanks
U0001F91D,agreement hand handshake meeting shake
U1F91D U1F3FB,agreement hand handshake meeting shake
U1F91D U1F3FC,agreement hand handshake meeting shake
U1F91D U1F3FD,agreement hand handshake meeting shake
U1F91D U1F3FE,agreement hand handshake meeting shake
U1F91D U1F3FF,agreement hand handshake meeting shake
U0001F485,body care cosmetics manicure nail polish
U1F485 U1F3FB,body care cosmetics manicure nail polish
U1F485 U1F3FC,body care cosmetics manicure nail polish
U1F485 U1F3FD,body care cosmetics manicure nail polish
U1F485 U1F3FE,body care cosmetics manicure nail polish
U1F485 U1F3FF,body care cosmetics manicure nail polish
U0001F442,body ear
U1F442 U1F3FB,body ear
U1F442 U1F3FC,body ear
U1F442 U1F3FD,body ear
U1F442 U1F3FE,body ear
U1F442 U1F3FF,body ear
U0001F443,body nose
U1F443 U1F3FB,body nose
U1F443 U1F3FC,body nose
U1F443 U1F3FD,body nose
U1F443 U1F3FE,body nose
U1F443 U1F3FF,body nose
U0001F463,body clothing footprint print
U0001F440,body eye face
U0001F441,body eye
U1F441 U200D U1F5E8,bubble eye speech witness
U0001F445,body tongue
U0001F444,body lips mouth
U0001F48B,heart kiss lips mark romance
U0001F498,arrow cupid heart romance
U00002764,heart
U0001F493,beating heart heartbeat pulsating
U0001F494,break broken heart
U0001F495,heart love
U0001F496,excited heart sparkle
U0001F497,excited growing heart heartpulse nervous
U0001F499,blue heart
U0001F49A,green heart
U0001F49B,heart yellow
U0001F49C,heart purple
U0001F5A4,black evil heart wicked
U0001F49D,heart ribbon valentine
U0001F49E,heart revolving
U0001F49F,heart
U00002763,exclamation heart mark punctuation
U0001F48C,heart letter love mail romance
U0001F4A4,comic sleep zzz
U0001F4A2,angry comic mad
U0001F4A3,bomb comic
U0001F4A5,boom collision comic
U0001F4A6,comic splashing sweat
U0001F4A8,comic dash running
U0001F4AB,comic dizzy star
U0001F4AC,balloon bubble comic dialog speech
U0001F5E8,dialog speech
U0001F5EF,angry balloon bubble mad
U0001F4AD,balloon bubble comic thought
U0001F573,hole
U0001F453,clothing eye eyeglasses eyewear glasses
U0001F576,dark eye eyewear glasses sunglasses
U0001F454,clothing necktie
U0001F455,clothing shirt tshirt
U0001F456,clothing jeans pants trousers
U0001F457,clothing dress
U0001F458,clothing kimono
U0001F459,bikini clothing swim
U0001F45A,clothing woman
U0001F45B,clothing coin purse
U0001F45C,bag clothing handbag
U0001F45D,bag clothing pouch
U0001F6CD,bag hotel shopping
U0001F392,activity bag satchel school
U0001F45E,clothing man shoe
U0001F45F,athletic clothing shoe sneaker
U0001F460,clothing heel shoe woman
U0001F461,clothing sandal shoe woman
U0001F462,boot clothing shoe woman
U0001F451,clothing crown king queen
U0001F452,clothing hat woman
U0001F3A9,activity clothing entertainment hat top tophat
U0001F393,activity cap celebration clothing graduation hat
U000026D1,aid cross face hat helmet
U0001F4FF,beads clothing necklace prayer religion
U0001F484,cosmetics lipstick makeup
U0001F48D,diamond ring romance
U0001F48E,diamond gem jewel romance
U0001F435,face monkey
U0001F412,monkey
U0001F98D,gorilla
U0001F436,dog face pet
U0001F415,dog pet
U0001F429,dog poodle
U0001F43A,face wolf
U0001F98A,face fox
U0001F431,cat face pet
U0001F408,cat pet
U0001F981,face leo lion zodiac
U0001F42F,face tiger
U0001F405,tiger
U0001F406,leopard
U0001F434,face horse
U0001F40E,horse racehorse racing
U0001F98C,deer
U0001F984,face unicorn
U0001F42E,cow face
U0001F402,bull ox taurus zodiac
U0001F403,buffalo water
U0001F404,cow
U0001F437,face pig
U0001F416,pig sow
U0001F417,boar pig
U0001F43D,face nose pig
U0001F40F,aries ram sheep zodiac
U0001F411,ewe sheep
U0001F410,capricorn goat zodiac
U0001F42A,camel dromedary hump
U0001F42B,bactrian camel hump
U0001F418,elephant
U0001F98F,rhinoceros
U0001F42D,face mouse
U0001F401,mouse
U0001F400,rat
U0001F439,face hamster pet
U0001F430,bunny face pet rabbit
U0001F407,bunny pet rabbit
U0001F43F,chipmunk
U0001F987,bat vampire
U0001F43B,bear face
U0001F428,bear koala
U0001F43C,face panda
U0001F43E,feet paw print
U0001F983,turkey
U0001F414,chicken
U0001F413,rooster
U0001F423,baby chick hatching
U0001F424,baby chick
U0001F425,baby chick
U0001F426,bird
U0001F427,penguin
U0001F54A,bird dove fly peace
U0001F985,bird eagle
U0001F986,bird duck
U0001F989,bird owl wise
U0001F438,face frog
U0001F40A,crocodile
U0001F422,turtle
U0001F98E,lizard reptile
U0001F40D,bearer ophiuchus serpent snake zodiac
U0001F432,dragon face fairy tale
U0001F409,dragon fairy tale
U0001F433,face spouting whale
U0001F40B,whale
U0001F42C,dolphin flipper
U0001F41F,fish pisces zodiac
U0001F420,fish tropical
U0001F421,blowfish fish
U0001F988,fish shark
U0001F419,octopus
U0001F41A,shell spiral
U0001F980,cancer crab zodiac
U0001F990,shellfish shrimp small
U0001F991,molusc squid
U0001F98B,butterfly insect pretty
U0001F40C,snail
U0001F41B,bug insect
U0001F41C,ant insect
U0001F41D,bee honeybee insect
U0001F41E,beetle insect lady beetle ladybird ladybug
U0001F577,insect spider
U0001F578,spider web
U0001F982,scorpio scorpion scorpius zodiac
U0001F490,bouquet flower plant romance
U0001F338,blossom cherry flower plant
U0001F4AE,flower
U0001F3F5,plant rosette
U0001F339,flower plant rose
U0001F940,flower wilted
U0001F33A,flower hibiscus plant
U0001F33B,flower plant sun sunflower
U0001F33C,blossom flower plant
U0001F337,flower plant tulip
U0001F331,plant seedling young
U0001F332,evergreen plant tree
U0001F333,deciduous plant shedding tree
U0001F334,palm plant tree
U0001F335,cactus plant
U0001F33E,ear plant rice
U0001F33F,herb leaf plant
U00002618,plant shamrock
U0001F340,4 clover four leaf plant
U0001F341,falling leaf maple plant
U0001F342,falling leaf plant
U0001F343,blow flutter leaf plant wind
U0001F347,fruit grape plant
U0001F348,fruit melon plant
U0001F349,fruit plant watermelon
U0001F34A,fruit orange plant tangerine
U0001F34B,citrus fruit lemon plant
U0001F34C,banana fruit plant
U0001F34D,fruit pineapple plant
U0001F34E,apple fruit plant red
U0001F34F,apple fruit green plant
